,"(-100.2738805, 25.6431545)","(-100.2972559, 25.6212056)","(-100.2135627, 25.6873528)","(-100.2677014, 25.7972103)","(-100.2663074, 25.7825992)","(-100.0867751, 25.6721379)","(-100.3527544, 25.6481318)","(-100.1455167, 25.6070796)","(-100.243558, 25.6848754)","(-100.1538596, 25.7041968)","(-100.2329623, 25.6544994)","(-100.2914885, 25.6250818)","(-100.3109639, 25.7798596)","(-100.2840174, 25.6593413)","(-100.1470955, 25.7621307)","(-100.3336607, 25.7218566)","(-100.2367337, 25.6809683)","(-100.2481743, 25.7687448)","(-100.1323843, 25.7587975)","(-100.3526279, 25.6593898)","(-100.2257528, 25.710128)","(-100.3071791, 25.7921829)","(-100.225344, 25.7026355)","(-100.3624412, 25.6718201)","(-100.2295433, 25.7919045)","(-100.2177706, 25.7439285)","(-100.1869256, 25.6700507)","(-100.2817756, 25.7795061)","(-100.2665035, 25.5934053)","(-100.2293899, 25.7100776)","(-100.1032789, 25.6670487)","(-100.4075137, 25.6576189)","(-100.290049, 25.7037607)","(-100.0805375, 25.6545123)","(-100.2900965, 25.6543542)","(-100.2524947, 25.7599683)","(-100.4190115, 25.7476986)","(-100.2460245, 25.8232824)","(-100.3631344, 25.6762682)","(-100.3571731, 25.7297131)","(-100.3968376, 25.7262812)","(-100.3230916, 25.7968442)","(-100.3248253, 25.6457191)","(-100.3458251, 25.6663347)","(-100.3024736, 25.7584173)","(-100.088156, 25.6755832)","(-100.3352524, 25.7767223)","(-100.1913872, 25.7447943)","(-100.2929768, 25.7246023)","(-100.1459256, 25.6472258)"
"(-100.1321066, 25.61823253)",20188.015488041696,23952.054253250706,15324.34449956193,30806.208185145115,29190.192336596527,9919.541864833172,28313.727300898456,2258.9521111856247,17765.808344754263,23449.770732385,14401.344843061343,23033.87990245116,31888.905535261838,19658.572776629855,29918.64954558481,28071.70756512945,16738.683508185954,27110.73423170376,30173.731301122953,27061.729157582275,18651.968648303893,32668.043748438235,17977.443158750008,27477.686520214156,29597.29754518393,22901.199059584622,12017.792245090875,30592.11992228913,25329.92975300269,19126.25992115612,8751.585198628043,33134.626612951695,23617.706841596522,7506.397757729167,20774.42453480226,26089.29437583108,38549.2584132729,36945.052050074686,27696.38317859118,30651.50580233335,33415.44714837271,33850.71386603473,25289.230989076666,25768.524495638296,28486.04091579864,10332.790620329157,33042.33874669181,23452.70107599064,25508.15223225331,7536.837846487636
"(-100.17618707, 25.62337311)",14563.164606893555,18327.20337210257,9854.591565161027,25336.455250744213,23720.439402195625,15176.134893353677,22688.876419750315,4974.664860593407,12140.957463606122,17980.017797984096,8776.493961913204,17409.02902130302,26264.054654113697,14033.721895481716,24448.896611183907,22446.85668398131,11113.832627037815,21640.981297302857,24703.97836672205,21436.878276434134,13182.215713902991,27043.192867290094,12507.690224349106,21852.835639066016,24127.54461078303,17431.44612518372,6569.070488708177,25122.36698788823,19705.07887185455,13656.506986755217,14008.178227148548,27509.77573180356,17992.855960448385,12762.990786249671,15149.57365365412,20619.541441430174,32924.40753212476,31475.29911567378,22071.53229744304,25026.65492118521,27790.596267224573,28225.862984886582,19664.380107928526,20143.673614490155,22861.1900346505,15589.383648849662,27417.48786554367,17982.94814158974,19883.30135110517,5373.785652973663
"(-100.28847762, 25.68649866)",5587.049930613054,8661.201890332404,8321.57644912538,14053.439564283859,12417.508605261262,26566.714238995235,10472.44690539028,20906.525666465353,5363.00833552702,15141.961222031043,8444.462003537858,8203.283475505837,12979.211133418718,3484.5151619006147,20116.596287637236,7185.851478772381,5657.808539306809,11343.450674562613,20754.116889216984,9220.4487620741,8505.441760715934,13836.784744435194,7422.642776419761,8913.233117719088,14983.577462574647,11105.182551819806,10994.904154143273,12989.905569483195,11625.131355978732,7941.980077574968,25259.89069988447,13993.872832490215,2281.0002299946873,24178.44317590144,4395.578988366646,10306.756002072456,17696.30384566111,22250.65960089756,8103.96285176083,9765.649715976282,12811.124747277225,14554.136867234607,8233.146207126581,7927.244100130121,9654.781911795597,26979.96299449122,13717.19639940767,13583.693513198063,5317.086346070091,16373.689389705054
"(-100.18784494, 25.71371435)",14437.99355495894,18202.032320167953,5140.896675526251,14416.09525130379,12816.011255394818,24418.291414714753,20756.046363298403,19733.582484893144,7459.856908318486,4372.209061749701,10019.987276229303,17283.857969368404,17282.026849377307,13166.100013641064,9908.050395420756,17025.85995822819,7571.973053224496,10240.25258436156,10163.1321509589,19504.048219982225,4437.585263421347,17142.618404104524,4454.770915759028,19908.353057539298,12726.815897841734,5588.841177490019,8553.650427702383,14321.72036478831,19579.907819919936,4917.915499540176,23111.46787560399,25482.71206102197,11287.81589127934,22030.020351620962,14174.05478966311,9676.954636702314,28069.64040420283,19688.050266011694,19592.802080292586,19649.2966998409,23184.461305818946,19209.42007029124,18444.325079541173,18210.843558038247,15053.346745445768,24831.54017021074,19474.97682255148,4077.6800576838773,12526.498897694339,14297.646759808475
"(-100.27115046, 25.66613755)",3311.394348811701,7087.113342441642,7258.547597786149,16256.35290297048,14620.421943947884,23575.291789959585,10384.936100305826,17296.259127360274,4299.979484187789,14915.333743430938,4834.195464432779,6477.475663250935,15381.088498005938,1927.9364879805323,20262.308143407845,10142.91636453682,4594.779687967578,13546.364013249236,20753.60034445368,9132.937956989646,8299.573973594037,16160.226711182335,7196.015297819657,9548.895319621526,17065.081270233874,12767.948669087262,9583.480984806043,15312.01862367051,9349.47577417738,8054.070867511548,22268.468250848822,15205.835412359069,5869.066749455703,21187.020726865794,3043.7882461529366,12509.669340759077,20620.467212680272,24412.835775124626,9767.591977998549,12722.714601740723,15486.655947780084,17342.896828778823,7582.916157542203,7839.733295045667,11978.223878542738,23988.540545455573,16534.52170943591,13583.17696843476,7875.925835423935,13382.266940669408
"(-100.4059766, 25.80162544)",25611.362341284395,27349.264784098,27351.0787774375,18202.523733627244,17012.108171165593,46746.90614747157,22023.105949614346,41201.54271398531,24518.69029280337,32358.509956663904,28739.479051057817,27234.860373830033,11944.200490607407,23508.827572571958,32385.500501376733,14139.950640025132,25536.899765030455,19578.475942280787,33447.94626383404,20771.107806298165,25599.278385414564,11844.807836438684,24846.47527736424,20361.590659193942,21020.748461093088,23505.91271459939,30882.2651604592,15337.830162550106,31424.459865858844,25035.816702273598,45440.082608360804,24357.01519889414,19537.939650773307,44358.63508437778,23990.14800878352,19207.909933389892,11681.106867962837,25193.37485731897,19257.415497853843,12626.69680765041,13627.350659217991,10339.920761909478,23852.10187847903,20483.953376304817,14958.284077131877,47160.15490296755,10729.887118479652,26155.283727477294,17095.985893373032,36626.26149256529
"(-100.23937561, 25.68587843)",7490.268106833721,11254.306872042733,2823.6887735439673,15093.49052167906,13457.559562656463,22080.264229458076,14527.253995562216,16809.50114028141,589.9540837406437,10523.5513714704,4347.437477353913,10336.132521243186,14434.8901600464,6485.133888841827,15979.685982681938,12527.662951665863,767.310572730626,11627.886515467191,16470.978183727777,13275.255852246037,4016.951812868132,15214.028373222796,2804.232925859118,13691.213214877916,14853.95081325133,8485.326508361357,6265.994458390456,14149.156242379087,12632.182371794714,4215.0734060832965,20773.44069034731,19278.767175080437,6625.872216872566,19691.993166364282,7600.985647014231,10591.191842977034,23317.437670913605,22201.70531814208,13388.857194351049,15176.93465918443,18283.274318772903,16396.698490819286,12037.038085901622,11982.051190302058,11032.0255405832,22493.51298495406,15588.32337147637,9300.554807708855,8054.136857037871,11887.239380167895
"(-100.33037009, 25.80494611)",20731.89415848139,22690.4578857939,20190.527569350896,9634.092768438164,8443.677205976515,39586.35493938497,20106.21030464188,34418.53912449464,17358.139084716768,24000.60001023293,21956.47546156714,22576.053475525936,3709.635327013753,18629.35938976895,24027.59055494576,10904.198102926393,18376.348556943853,11220.565995849814,25090.03631740307,18854.212161325704,18438.72717732796,3276.376871249605,17685.924069277637,18444.695014221477,12452.31749590401,15148.002768168419,23721.713952372596,6769.399197361027,26765.652967554746,17875.265494186995,38279.5314002742,23525.334728992606,14105.756795104524,37198.08387629117,19331.34111047942,10849.999986958917,13545.601057882011,16902.74001376957,17635.42474826322,12818.030022453606,15491.844849137164,1483.84206926798,21665.160909956867,18005.569589385614,6718.710054449062,39999.603694880956,3647.7801386855344,17797.37378104632,10995.37277391138,29465.710284478686
"(-100.47483658, 25.67460821)",22226.549564032746,20690.293488506362,27687.503137546984,31140.50800197358,29504.577042950983,44951.12948303763,13762.86929347891,38672.09682043832,24728.935023948623,34705.235467126055,26210.03315751082,20575.889078238397,26636.750417867635,20174.958281006948,38956.49273138942,18780.330470199035,25023.73522772841,29493.377504451466,39810.951039215004,13559.352493321976,28087.991954010937,27835.072789144266,26985.917021514775,12228.704176526697,32788.391518628974,29945.078995571992,30360.830842564876,28300.079907899923,25495.50860625817,27524.53027086997,43644.30594392686,8139.547496216292,20798.241372725955,42562.858419943834,20050.933319424304,28456.68283196131,23392.634253127682,39683.59606633409,11897.818044090423,17911.083163576342,18258.822988227497,28211.676151683525,16404.814484008824,14199.882398777718,24286.505314916958,45364.378238533616,27374.73568385659,32640.52766319608,22071.93540303699,34758.10463374745
"(-100.47102833, 25.67756468)",21939.655937255382,20574.72877157683,27400.60951076962,30853.61437519622,29217.683416173622,44664.23585626027,13652.703755158398,38385.20319366096,24442.041397171262,34418.341840348694,25923.139530733457,20460.324361308863,26349.856791090275,19888.064654229587,38669.59910461206,18493.436843421674,24736.84160095105,29206.4838776741,39524.05741243764,13272.458866544614,27801.098327233576,27548.1791623669,26699.023394737414,11941.810549749334,32501.49789185161,29658.185368794628,30073.93721578751,28013.18628112256,25379.943889328635,27237.63664409261,43357.4123171495,8029.38195789578,20511.34774594859,42275.96479316647,19764.039692646944,28169.789205183944,23105.74062635032,39396.70243955673,11610.924417313061,17624.18953679898,17971.929361450133,27924.78252490616,16289.24976707929,13912.988772000355,23999.611688139594,45077.48461175625,27087.842057079226,32353.63403641872,21785.04177625963,34471.21100697009
"(-100.31830101, 25.79378988)",19217.94118651362,21176.504913826135,18444.283768626523,8333.088969561953,7142.673407100304,37840.11113866059,18592.257332674115,32672.29532377026,15611.895283992393,22338.277023397757,20210.231660842765,21062.10050355817,1970.798198198212,17115.406417801183,22365.267568110587,9390.245130958625,16630.10475621948,9558.243009014643,23427.713330567898,17340.259189357934,16692.483376603584,2175.7092827082674,15939.680268553262,16930.74204225371,11151.313697027797,13485.679781333245,21975.470151648224,5468.395398484817,25251.699995586976,16129.02169346262,36533.287599549825,22011.381757024836,12394.685149646577,35451.8400755668,17817.38813851165,9187.677000123746,15386.773616822544,15802.072425228233,16121.471776295451,11304.077050485837,15958.508026363914,807.3616866064796,20151.2079379891,16491.616617417847,4972.466253724688,38253.35989415658,3544.0225866235883,16135.05079421115,9249.128973187006,27719.466483754313
"(-100.36751062, 25.73332844)",15176.770917059974,16467.87631369081,18656.79830997203,16348.481113762247,14712.55015473965,36901.936099841885,10353.401380328585,30766.951289760887,15698.230196373672,24222.788486898793,18304.88762683339,16353.471903422842,11463.522351778893,13074.236148347534,26660.99405697571,4292.462885627959,15993.03040015346,14794.053809609899,27723.43981943302,9101.403237012406,17256.273149337834,12889.482335052646,16503.470041287514,8691.886089908181,18089.067823787405,17649.58032115828,21330.126014989924,13354.489453808303,20989.86844163442,16692.81146619687,35595.11256073112,12399.318368217202,9654.949588915162,34513.66503674809,13555.556584559095,13757.35913711974,7966.290588686646,24738.00561224247,7299.718667176906,1472.6046089036358,3942.9058994266334,13038.44808559478,12182.39730919327,8814.248807019057,9340.914860825338,37315.18485533787,12201.507617767846,20430.777283076273,8842.785620984978,26708.911250551704
"(-100.13984863, 25.76382351)",23771.868158372134,27535.906923581144,15390.444950213554,17187.293467118638,17059.66056272703,34667.839689402055,29980.760755476964,29983.130759580446,16793.731511731676,11515.702210297022,19605.59545289475,26617.7325727816,21525.676156709516,22390.814405819623,796.6401030184749,23334.70761302241,16905.84765663769,14483.901891693771,1237.625330059929,28728.762612160783,13264.825047632181,21386.267711436732,13788.64551917222,28531.069602715863,13487.158185545737,10247.125090549436,18803.198702389687,18565.36967212052,28913.782423333127,13745.15528375101,33361.01615029129,33611.70931748699,18863.65939350453,32279.568626308264,23398.769181841668,13920.603944034523,34499.42427017207,17283.960355872423,27721.799336757605,25782.13400262302,30436.564978501097,23453.069377623448,27669.039471719734,27435.557950216804,19296.996052777977,35081.08844489804,23718.62612988369,7916.823394238813,19078.222234216166,24547.195034495777
"(-100.38052277, 25.74182458)",16523.10787747032,17781.365127128964,20003.13527038238,18075.49719328804,16439.566234265443,38248.27306025223,11666.890193766743,32113.288250171234,17044.567156784018,25569.12544730914,19651.224587243738,17666.960716861,13190.538431304685,14420.57310875788,28388.0101365015,5925.782962227598,17339.367360563807,16521.06988913569,29450.45589895881,10414.892050450564,18602.61010974818,14616.498414578438,17849.80700169786,10005.37490334634,19816.083903313196,19376.59640068407,22676.46297540027,15081.505533334095,22336.205402044765,18039.14842660722,36941.44952114147,13712.80718165536,11001.28654932551,35860.00199715844,14901.893544969442,15484.375216645532,6056.055363041779,26465.021691768263,8613.207480615063,3307.980276536509,2939.1300843091553,14339.836533737207,13495.886122631427,10127.737620457214,11067.93094035113,38661.521815748216,13928.523697293638,22157.793362602064,10601.48503291403,28055.248210962054
"(-100.20968919, 25.7095638)",12036.353492059501,15800.392257268515,3100.0631240606067,14000.877261470614,12384.861412922026,22377.45786324911,18245.24608916433,17692.748933427498,5058.216845419047,6304.490235421306,7870.080786582122,14882.217906468968,16334.460753745436,10655.299739506992,12305.169966321457,14453.06851127076,5170.332990325057,10305.403308029256,12560.2517218596,16993.247945848154,1903.2492645905736,16607.687037930842,2053.130852859589,17397.552783405226,12791.96662150943,6095.86813591012,6512.8168762367395,13786.78899861463,17178.267757020494,2383.579500709402,21070.634324138344,22971.9117868879,8715.024444321909,19989.186800155316,11663.254515529039,9283.963452156577,25496.8489572454,20139.72112640018,17082.001806158514,17076.505252883468,20611.669858861515,18296.26908451832,15933.524805407102,15700.043283904173,12931.596134282236,22790.706618745095,17487.893965175408,5839.221496727286,9953.707450736907,12256.81320834283
"(-100.24498854, 25.58453823)",7723.960156304319,7505.896452776758,16203.015504603187,26924.669658875788,25288.73869985319,32204.705412559135,14972.289854903338,25925.672749959824,13405.084613367393,24144.007541830324,13463.609087032328,7084.611367674871,25595.075916907612,10134.298318358084,29600.142153041863,19455.2548839868,13569.506364467632,24214.680769154544,30091.4343540877,14776.55815262513,17637.407983228055,26452.649527924088,16424.68909621904,16652.009951469357,27635.883348041272,22105.78267872128,18241.18949289387,25605.77035297209,3129.6647525638527,17407.153148163958,30897.88187344837,20479.607977673644,15321.695910559616,29816.43434946534,9865.37002240964,23177.986096664386,29232.619173382594,34983.63785293203,17239.117430107704,22035.0531211907,24098.80790848241,27170.0016507235,11329.750467430475,15233.051752407779,22270.64669528449,32617.954168055123,26333.061182896563,22921.010978068778,17932.951129558984,22011.680563268957
"(-100.49461901, 25.6923849)",24946.560981875988,23711.766579981944,30407.514555390226,33860.519419816825,32224.588460794224,47671.14090088087,16847.46025564848,41392.10823828156,27448.946441791864,37425.246884969296,28930.044575354063,23597.36216971398,29356.761835710877,22894.96969885019,41676.50414923266,21500.341888042276,27743.746645571653,32213.388922294707,42530.962457058245,16409.49667494973,30808.003371854178,30555.084206987507,29705.928439358016,15078.848358154451,35508.402936472216,32665.090413415233,33080.84226040812,31020.091325743164,28516.98169773375,30244.541688713212,46364.3173617701,11324.428584980484,23518.252790569197,45282.869837787075,22770.944737267546,31176.69424980455,26112.645670970924,42403.60748417733,14617.829461933665,20631.094581419584,20978.83440607074,30931.687569526766,19426.287575484406,17003.42547873446,27006.5167327602,48084.38965637686,30094.74710169983,35360.53908103932,24791.946820880232,37478.11605159069
"(-100.32851069, 25.69645036)",9553.178077162756,11141.816178803081,13033.205470074814,14835.640138674651,13199.709179652054,31278.343259944668,7148.474416578754,25143.358449863674,10074.637356476454,19194.477045595857,12681.294786936176,11027.411768535116,10581.175546226388,7450.643308450318,22892.580555619395,3295.9347126370453,10369.437560256243,13188.509641152536,23747.038863444977,5896.476273262574,12227.9617080349,11779.497917503018,11475.158599984576,5486.959126158349,16483.523655330042,13881.166819801963,15706.533175092707,12244.505036258675,15366.275601737203,11664.500024893934,29971.5197208339,10567.598840929477,4626.638147612226,28890.072196850877,7931.963744661879,12151.814968662378,13393.370376634422,23628.021194692843,4677.688860200092,5688.138495017212,8259.559111734236,12156.101280042276,8977.470345443438,4704.711084514453,8230.93044327571,31691.592015440656,11319.160812215341,16576.615487426054,5767.067539738061,21085.31841065449
"(-100.32851069, 25.69645036)",9553.178077162756,11141.816178803081,13033.205470074814,14835.640138674651,13199.709179652054,31278.343259944668,7148.474416578754,25143.358449863674,10074.637356476454,19194.477045595857,12681.294786936176,11027.411768535116,10581.175546226388,7450.643308450318,22892.580555619395,3295.9347126370453,10369.437560256243,13188.509641152536,23747.038863444977,5896.476273262574,12227.9617080349,11779.497917503018,11475.158599984576,5486.959126158349,16483.523655330042,13881.166819801963,15706.533175092707,12244.505036258675,15366.275601737203,11664.500024893934,29971.5197208339,10567.598840929477,4626.638147612226,28890.072196850877,7931.963744661879,12151.814968662378,13393.370376634422,23628.021194692843,4677.688860200092,5688.138495017212,8259.559111734236,12156.101280042276,8977.470345443438,4704.711084514453,8230.93044327571,31691.592015440656,11319.160812215341,16576.615487426054,5767.067539738061,21085.31841065449
"(-100.27477854, 25.69140214)",6633.009723895639,9954.339500232323,7597.038751563371,13151.001616727634,11515.070657705037,26040.866808489165,12036.333457639515,20437.723393992404,4586.958521834961,13828.66346791635,7975.659731064908,9362.015018384525,12275.73721176309,4643.246704779303,18789.436918410564,8500.263082386857,5043.153441060746,10441.01272700639,19322.70757267449,10784.335314323336,6862.148130355392,13054.875424939488,6109.345022305069,10623.007852822591,14081.139515018422,10200.791319063726,10441.347432262424,12206.667337427663,12671.091149261316,6298.686447214427,24734.043269378402,15703.647567593718,2886.4165388889082,23652.595745395374,5610.836374920229,9404.31805451623,19135.74373732194,21348.221653341334,9813.737586864332,11205.089607637114,14250.564638938056,14237.545542535976,9724.612173882286,9491.130652379357,8872.87259229989,26454.115563985153,13429.170423193062,12152.28419665557,4770.574549181088,15847.841959198988
"(-100.26819404, 25.71727485)",9901.314669319485,12621.61948887495,7869.417516784457,10025.364762927644,8389.433803905047,27265.244886818527,14072.310033873953,22097.429071928196,5037.029032150328,13084.13246232248,9635.3654090007,12507.215078606985,9493.289184928923,7911.551650203151,15939.87991356112,7890.234182591556,6055.238504377413,7315.375873206399,17002.32567601843,12820.311890557774,6117.61712476152,10272.427398105321,5364.814016711197,12410.794743453549,10840.69146084922,6928.4661777436895,11400.603899806156,9081.030483627674,15939.396094685164,5554.1554416205545,25958.42134770776,17491.434458224678,2743.3845342422183,24876.973823724733,8879.141320344077,6278.681200716242,19482.769675555082,18188.44596573997,11601.524477495292,10513.670924204263,14640.029948781823,11455.09751570181,12193.563805669126,11566.761445127033,6090.424565465723,27678.49364231451,10646.722396358895,9709.663139661685,3390.8731220577033,17144.600231912245
"(-100.29037379, 25.78128317)",18597.334694199188,20776.864508219318,16169.468292835625,4277.424851530677,3087.0092890690275,35446.86303202413,18312.399600619832,30762.15410220252,14557.707810982809,18643.932093325442,19156.04418783318,20662.460097951353,3114.1703738800747,16494.799925486746,18670.92263803827,9110.387398904344,15575.917283209894,5863.8980789423285,19733.368400495583,17060.401457303655,13566.93940193386,2212.7308661848697,14090.759873473899,16650.884310199428,7095.649578996522,9791.33485126093,19582.22204501176,1412.7312804535404,24635.416119564867,14047.269638052687,34140.03949291336,21731.524024970557,11541.051491291673,33058.591968930334,17230.855650364447,5493.332070051431,18565.47610370915,12546.983303637442,15841.61404424117,11251.856930428681,15906.287906306756,4527.505265325509,19751.567532382283,16211.758885363566,4118.832595369784,35860.111787520116,7004.017790912073,12440.705864138836,8395.495314832102,25326.21837711785
"(-100.21305081, 25.68863107)",9951.460501621406,13715.49926683042,217.8780294564161,15540.046413737924,13924.030565189336,19571.785932467337,17149.083612712468,14887.077002645728,3547.073489272622,8183.608960977808,5096.9686301594675,12797.324916030871,16950.75270217613,9106.963505992078,14652.487774177618,15043.525493795594,2957.127799785264,11844.572460296566,14907.569529715762,15897.085469396288,3385.8068768967023,17729.890915352527,2711.281387342817,16313.04283202817,14331.13577377674,7635.037288177431,3707.1449454549684,15325.95815088194,15093.374766582401,3860.098149748929,18264.962393356574,21919.4387153325,9141.734759002298,17183.514869373546,10222.815264164483,10823.132604423887,25923.559271925787,21678.89027866749,16029.528734603115,17692.797201314163,20923.945859024967,18912.561032949015,14658.867703051874,14603.88080745231,13547.88808271293,19985.034687963325,18104.185913606103,8186.539304583449,10569.999399167602,9451.141277561059
"(-100.24846605, 25.75634581)",14898.640430418951,17267.226499112505,10234.266362543678,5476.265902802681,3860.250054254093,29511.66110173218,18562.808175274295,24826.952171910572,9579.127062467467,13048.264360982,13972.507876904483,17152.82208884454,8222.484124535695,12796.105661706511,13075.25490569483,10177.470931913174,10597.336534694552,1796.046765978802,14137.700668152142,17310.810031958117,7631.737471641912,8083.075679262909,8155.557943181951,16901.29288485389,5436.173553990835,4195.667118917489,13647.020114719811,5262.177639946697,20936.721855784628,8112.06770776074,28204.837562621415,21981.93259962502,7514.866412138531,27123.390038638387,13532.16138658421,759.3520934886441,21157.86200427425,12703.255692313749,16092.022618895633,12440.571736725204,17095.00271260328,10149.877345449624,16839.17081590668,16084.732214730606,5993.804020604154,29924.909857228165,10415.434097709867,6845.038131795393,6613.061516362855,19391.016446825903
"(-100.32638826, 25.72754778)",12213.618121604459,13951.520564418062,14223.400601299927,11821.233096062286,10185.30213703969,33619.227971333996,10410.309407952662,27803.798494305374,11391.0121166658,19438.11554683795,15341.734831377878,13837.116154150097,7205.345974307096,10111.08335289202,21869.22320943051,1208.297206237173,12409.221588892884,10186.608546853286,22931.668971887822,9158.311264636483,12471.60020927699,8403.668345583725,11718.797101226668,8748.794117532258,13481.622561030792,12857.80947361308,17754.586984321628,8868.675464339383,18026.715646178905,11908.138526136026,32312.404432223233,13829.433832303386,6134.584033001863,31230.956908240205,10592.40378910358,9149.913874363128,12809.48131629974,20252.19162277355,7939.523851574,3830.89025547133,8194.768572018711,8780.271708122984,12239.305336817346,8309.668692696396,4855.100871356419,34032.476726829984,7943.331240296049,15639.006435531075,3875.0044214276886,23498.583316427717
"(-100.25629995, 25.74130354)",13302.947575515313,15671.533644208865,9538.96935258513,7329.092685333413,5713.076836784825,28816.364091773634,16967.115320370656,24131.655161952025,7665.121600488404,13107.288702761574,12263.457977338776,15557.1292339409,9362.154868212241,11200.412806802873,13780.354286566728,9074.762977657703,8683.331072715488,3722.2388573872704,14842.800049024037,15715.117177054479,6936.4404616833635,9681.121955256673,7460.260933223403,15305.600029950254,7362.3656453993035,4768.940550749296,12951.723104761264,6860.223915940459,19341.029000880993,7416.770697802192,27509.540552662867,20386.23974472138,5919.1735572348925,26428.09302867984,11936.468531680572,2685.5441848971127,20184.49275179074,14629.447783722217,14496.329763991995,11467.202484241692,16121.633460119767,11323.963198985126,15243.47796100304,14489.039359826967,6119.764280712389,29229.61284726962,10676.06211160556,7550.13751266729,5017.368661459217,18695.719436867355
"(-100.32255638, 25.68697235)",8011.987637918522,9498.54427259363,11492.01503083058,15419.905309902797,13783.9743508802,29737.152820700434,6929.874687623351,23602.168010619436,8533.44691723222,18509.747360409652,11140.10434769194,9384.139862325665,11522.85998554634,5909.452869206082,22722.16569193391,4289.90549748897,8828.24712101201,13339.352457557135,23576.62399975949,5677.876544307171,11853.664914555426,12601.399683270434,10790.428914798373,5268.359397202947,16979.479245569168,13710.751956116479,14165.342735848471,13066.406802026093,13811.001496999668,11290.20323141446,28430.329281589668,10348.999111974075,4563.9143332704425,27348.88175760664,6378.481055887271,12302.657785066978,14448.478587827622,24246.561383892084,4459.089131244688,6869.703734692872,9314.667322927435,13097.78571936223,8446.516157755166,4434.883661173137,9052.832209043128,30150.40157619642,12260.845251535293,16406.20062374057,6309.665192582521,19544.127971410253
"(-100.3981986, 25.83923918)",31452.810221181724,33411.373948494234,30940.00898053525,20710.644527693643,19520.228965231996,50335.83635056932,30266.702823372754,45168.02053567899,28107.620495901123,35077.15176948841,32705.956872751496,33296.96953822627,14787.337574305686,29350.275452469283,35104.14231420124,21625.114165626725,29125.829968128208,22297.117755105297,36166.58807665855,29014.704680056573,29188.208588512316,14352.928630505085,28435.405480461992,28605.18753295235,23528.86925515949,26224.554527423898,34471.19536355695,17845.950956616507,37486.56903025508,28624.74690537135,49029.01281145856,32600.612072652548,24826.672857804857,47947.56528747553,30052.257173179754,21926.551746214398,19924.703741721245,27442.956954985806,27501.01237161225,20870.293681408817,21870.9475329764,12867.652902079864,32095.698752237437,28726.48565208595,17801.421160830156,50749.08510606531,13624.1826735058,28873.925540301803,21744.854185095734,40215.191695663045
"(-100.07649937, 25.65262531)",23842.49283733516,27606.53160254417,17539.59606282493,33021.45974840812,31405.44389985953,2927.207133753418,31968.20465019192,9438.261071223138,20412.01612062508,25665.022295648,18055.822192354808,26688.357251744626,34432.16603684632,23313.05012592332,32133.90110884781,31582.1370619046,19384.891284056775,29325.98579496676,32388.982864385955,30716.20650687574,20867.220211566895,35211.30425002272,20192.69472201301,31132.16386950762,31812.549108446932,25116.450622847624,14305.424002737776,32807.37148555213,28984.407102296154,21341.511484419123,3761.1111298351716,36789.103962245164,26623.14809367249,523.7985580295277,24428.901884095725,28304.545939094078,42092.589428793326,39160.30361333769,31350.860527884644,34161.9352991085,37058.42607665263,36393.97436761921,28943.708338370132,29423.00184493176,31029.30141738312,3340.4558892494038,35585.599248276296,25667.952639253643,28051.412733837795,8485.521412629132
"(-100.23573674, 25.56754466)",9809.37899272601,9580.005496513735,18288.434341024877,29010.088495297477,27374.15753627488,34290.12424898083,17046.398898640316,28011.091586381513,15490.503449789085,26229.426378252014,15549.027923454018,9158.720411411849,27680.4947533293,12219.717154779773,31685.560989463553,21540.67372040849,15654.925200889322,26300.099605576233,32176.85319050939,16850.66719636211,19722.826819649745,28538.068364345778,18510.107932640734,18726.118995206336,29721.302184462962,24191.20151514297,20326.60832931556,27691.18918939378,5203.77379630083,19492.571984585647,32983.30070987006,22553.717021410623,17407.114746981304,31901.853185887034,11950.78885883133,25263.404933086076,31306.728217119573,37069.05668935372,19313.22647384468,24120.47195761239,26172.916952219384,29255.42048714519,13403.859511167451,17318.470588829467,24356.06553170618,34703.37300447681,28418.480019318253,25006.42981449047,20018.369965980673,24097.099399690647
"(-100.35912881, 25.70005416)",12334.865874692568,12717.561167381094,15955.083946365778,16866.65553079267,15230.724571770072,34200.22173623563,6603.086234018872,27932.687494649872,12996.515832767418,21891.51336385354,15470.623831722376,12603.156757113129,12250.768409037479,10239.972353236517,25589.61687387708,4299.4845891359255,13291.316036547207,15232.030981583668,26444.07518170266,5351.088090702693,14924.998026292584,13449.090780314107,14172.19491824226,4941.570943598468,18527.044995761175,16578.20313805965,18628.41165138367,13914.097899069766,17505.306154576305,14361.536343151618,32893.398197124865,9960.252799507032,7323.674465869911,31811.950673141837,10159.249630084129,14195.33630909351,10263.355874694058,25297.61405750393,4070.342818777646,3858.3328155277286,5129.544609793869,13825.694142853366,8432.082162883557,5063.933660709344,9900.523306086801,34613.47049173162,12988.753675026432,19273.65180568374,8464.103857995746,24007.196886945454
