,"(-100.2738805, 25.6431545)","(-100.2972559, 25.6212056)","(-100.2135627, 25.6873528)","(-100.2677014, 25.7972103)","(-100.2663074, 25.7825992)","(-100.0867751, 25.6721379)","(-100.3527544, 25.6481318)","(-100.1455167, 25.6070796)","(-100.243558, 25.6848754)","(-100.1538596, 25.7041968)","(-100.2329623, 25.6544994)","(-100.2914885, 25.6250818)","(-100.3109639, 25.7798596)","(-100.2840174, 25.6593413)","(-100.1470955, 25.7621307)","(-100.3336607, 25.7218566)","(-100.2367337, 25.6809683)","(-100.2481743, 25.7687448)","(-100.1323843, 25.7587975)","(-100.3526279, 25.6593898)","(-100.2257528, 25.710128)","(-100.3071791, 25.7921829)","(-100.225344, 25.7026355)","(-100.3624412, 25.6718201)","(-100.2295433, 25.7919045)","(-100.2177706, 25.7439285)","(-100.1869256, 25.6700507)","(-100.2817756, 25.7795061)","(-100.2665035, 25.5934053)","(-100.2293899, 25.7100776)","(-100.1032789, 25.6670487)","(-100.4075137, 25.6576189)","(-100.290049, 25.7037607)","(-100.0805375, 25.6545123)","(-100.2900965, 25.6543542)","(-100.2524947, 25.7599683)","(-100.4190115, 25.7476986)","(-100.2460245, 25.8232824)","(-100.3631344, 25.6762682)","(-100.3571731, 25.7297131)","(-100.3968376, 25.7262812)","(-100.3230916, 25.7968442)","(-100.3248253, 25.6457191)","(-100.3458251, 25.6663347)","(-100.3024736, 25.7584173)","(-100.088156, 25.6755832)","(-100.3352524, 25.7767223)","(-100.1913872, 25.7447943)","(-100.2929768, 25.7246023)","(-100.1459256, 25.6472258)"
"(-100.49851883, 25.69893904)",25223.41031355201,23988.615911657966,30684.363887066247,34137.368751492846,32501.437792470246,47947.99023255689,17124.3095873245,41668.95756995758,27725.795773467886,37702.09621664532,29206.893907030084,23874.21150139,29633.611167386898,23171.81903052621,41953.353480908685,21777.1912197183,28020.595977247674,32490.23825397073,42807.81178873427,16686.34600662575,31084.8527035302,30831.93353866353,29982.777771034038,15355.697689830473,35785.25226814824,32941.93974509125,33357.69159208414,31296.940657419185,28793.831029409772,30521.391020389234,46641.166693446125,11601.277916656505,23795.10212224522,45559.7191694631,23047.794068943567,31453.54358148057,26389.495002646945,42680.45681585335,14894.678793609688,20907.943913095605,21255.68373774676,31208.536901202788,19703.136907160428,17280.274810410483,27283.36606443622,48361.23898805288,30371.596433375853,35637.38841271534,25068.796152556253,37754.96538326671
"(-100.15650454, 25.60777808)",17948.332956260958,21712.37172146997,13239.75991452843,28721.623600111616,27105.607751563028,12790.872592779393,26074.044769117718,1607.8505433898843,15526.125812973525,21365.1861473515,12161.662311280606,20794.197370670423,29649.2230034811,17418.89024484912,27834.06496055131,25832.025033348713,14499.000976405217,25026.14964667026,28089.146716089454,24822.046625801537,16567.384063270394,30428.361216657497,15892.858573716509,25238.00398843342,27512.71296015043,20816.614474551123,9954.23883807558,28507.53533725563,23090.24722122195,17041.675336122622,11622.915926574266,30894.94408117096,21378.024309815788,10377.728485675389,18534.742003021525,24004.709790797577,36309.575881492165,34860.46746504118,25456.70064681044,28411.823270552613,31175.764616591976,31611.031334253985,23049.54845729593,23528.841963857558,26246.3583840179,13204.12134827538,30802.656214911072,21368.11649095714,23268.46970047257,6353.6951914695865
"(-100.3964194, 25.84726057)",31078.63875641879,33037.2024837313,30565.837515772317,20336.47306293071,19146.05750046906,49961.664885806385,29892.53135860982,44793.849070916054,27733.44903113819,34702.980304725475,32331.785407988562,32922.79807346334,14413.166109542752,28976.10398770635,34729.97084943831,21250.94270086379,28751.658503365274,21922.946290342363,35792.41661189561,28640.53321529364,28814.037123749382,13978.75716574215,28061.234015699058,28231.016068189416,23154.697790396556,25850.383062660963,34097.02389879402,17471.779491853573,37112.397565492145,28250.575440608416,48654.84134669562,32226.440607889614,24452.501393041923,47573.3938227126,29678.08570841682,21552.380281451464,19550.53227695831,27068.785490222872,27126.840906849317,20496.122216645883,21496.776068213465,12493.481437316928,31721.527287474502,28352.314187323016,17427.24969606722,50374.91364130237,13250.011208742866,28499.75407553887,21370.6827203328,39841.02023090011
"(-100.28623069, 25.75674913)",14220.650227890568,16589.23629658412,13213.965643963,5968.113769610838,4332.182810588241,32609.79301399707,15973.829839055355,27441.97719910674,10381.577159328872,16885.2675976458,14979.913536179243,16474.831886316155,5187.81581389687,12118.115459178129,17034.380187988798,6838.607894239803,11399.786631555957,5069.119751057045,18096.82595044611,14721.831695739176,10975.82286339896,5966.954027073268,10709.36214388974,14312.314548634951,8060.421882234795,8154.792401211455,16745.1520269847,3771.014651368586,20258.731653256247,10898.7035687991,31302.969474886304,19392.954263406078,7164.367024983056,30221.521950903276,12854.171184055827,4097.4503179774565,17738.80172154423,15327.504020557708,13503.044282676692,9021.511453995181,13675.942429873257,7149.624144669756,16161.180613378296,13623.896132141406,2006.3963248269408,33023.04176949306,6930.4780023778185,10804.16341408936,4018.8108485234834,22489.148359090792
"(-100.34043243, 25.71195416)",11386.051314335913,13123.953757149517,14866.07870724797,14124.544272890713,12488.613313868116,33111.21649711782,7854.802173907559,26976.231687036827,11907.510593649611,20432.068884174732,14514.16802410933,13009.549346881551,9508.657151135523,9283.516545623474,24130.17239419827,1682.2350883454385,12202.3107974294,12489.919723681713,24984.630702023853,6602.80403059138,13465.553546613775,10706.979522412152,12712.750438563451,6193.286883487155,15784.933737859219,15118.758658380839,17539.406412265864,11171.986641167809,17199.148838910358,12902.09186347281,31804.392958007058,11273.926598258284,5864.229986191102,30722.94543402403,9764.836981835035,11453.225051191554,11403.64605724034,22555.502799601974,5384.016617528898,3325.091997893225,6754.465409501674,11083.582884951411,9683.798102772244,6315.649600598031,7158.412048184845,33524.46525261381,10246.642417124474,17814.20732600493,6178.315598256115,22918.191647827643
"(-100.29813158, 25.75429081)",13844.386167675008,16212.972236368558,12837.701583747437,7105.3686327694395,5469.437673746843,32233.528953781508,14814.122137756041,27065.713138891177,10005.31309911331,18052.41652928546,14603.64947596368,16098.567826100592,4178.542393013333,11741.851398962568,18258.887260957912,5678.900192940489,11023.522571340394,6206.374614215646,19321.333023415224,13562.123994439862,11085.9011917245,4957.6806061897305,10333.098083674178,13152.606847335637,9197.676745393395,9379.299474180572,16368.887966769138,4908.269514527186,19882.467593040685,10522.439508583537,30926.70541467074,18233.246562106764,6788.102964767493,29845.257890687713,12477.907123840265,5321.957390946573,16579.094020244916,16464.75888371631,12343.33658137738,7861.803752695868,12516.234728573943,6140.350723786219,15572.218696755688,12464.188430842092,775.6777735501332,32646.777709277492,5830.918770072846,12028.670487058476,3642.546788307921,22112.88429887523
"(-100.20895848, 25.72798348)",13474.499192750955,17238.53795795997,5569.98497291277,11555.975281940431,9955.89128603146,24847.379712101272,19683.391789855785,20162.670782279663,6496.3625461105,7277.732376635605,9308.226487273576,16320.363607160421,14421.906880013948,12093.445440198446,9958.04266643856,14575.221665890886,6608.47869101651,7380.132614998202,10266.244965572374,18431.393646539604,2967.4560820110037,14282.498434741165,3491.2765535510425,18596.866743874427,9866.695928478377,2728.72120812666,8982.738725088902,11461.600395424952,18616.413457711948,3447.786318129832,23540.55617299051,23677.506458645556,8929.456534663097,22459.10864900748,13101.400216220492,6816.834667338955,25711.281047586588,17214.45043336913,17787.59647791617,17198.658407503593,20826.1019492027,16349.30010092788,17371.670506098555,17138.18898459563,11857.421758268734,25260.62846759726,16614.856853188125,3095.8215895534536,10075.860605357033,14726.735057194994
"(-100.36367584, 25.7621895)",17544.418836338216,19282.32127915182,19383.027884686926,16010.181473652876,14374.25051463028,38778.855254721,14129.534729653113,33134.59920903913,16550.639400052798,24597.74283022495,20672.535546111634,19167.916868883854,11125.222711669521,15441.884067625777,26322.69441686634,6068.310599927484,17568.848872279883,14455.754169500527,27385.14017932365,12877.536586336933,17631.22749266399,12551.182694943274,16878.424384613667,12468.019439232708,17750.768183678036,17311.280681048906,22914.214267708627,13016.189813698933,23357.51636091266,17067.765809523025,37472.03171561023,16523.68859888328,11470.996145827128,36390.584191627204,15923.204503837338,13419.05949701037,7910.8580416664645,24399.7059721331,11424.088897842981,4793.370207639549,6264.003871830914,11497.104883274913,15958.530658517797,12590.382156343583,9002.615220715967,39192.10401021698,11863.207977658474,20092.4776429669,9127.93500062246,28658.210599814716
"(-100.36337182, 25.74377484)",15889.232999416772,17616.680570915934,18853.427430780728,15646.348801529724,14010.417842507128,37614.39818219868,11502.205637553712,31479.413372117688,16021.0389461466,24068.142376318752,19017.34970919019,17502.27616064797,10761.39003954637,13786.698230704333,25958.861744743186,4163.1092940729895,16705.49248251026,14091.921497377374,27021.307507200498,10250.207494237533,17101.627038757793,12187.350022820121,16348.82393070747,9840.690347133308,17386.935511554882,16947.448008925752,22042.588097346725,12652.35714157578,21702.33052399122,16538.165355616828,36307.574643087915,13874.616037095164,9997.830260030498,35226.12711910489,14268.018666915894,13055.226824887217,8230.067059436664,24035.873300009946,8775.016336054869,2144.2976458514354,4944.330023334194,12336.315773362257,13331.201566418396,9963.053064244184,8638.782548592815,38027.64693769467,11499.37530553532,19728.644970843747,8505.03125090849,27421.373332908504
"(-100.46820394, 25.67415021)",21396.283369252033,19978.2244983878,26857.23694276627,30310.241807192866,28674.31084817027,44120.863288256915,13050.800303360347,37841.8306256576,23898.66882916791,33874.96927234534,25379.766962730107,19863.820088119835,25806.48422308692,19344.692086226234,38126.22653660871,17950.06427541832,24193.469032947698,28663.111309670752,38980.68484443429,12729.086298541262,27257.725759230223,27004.806594363552,26155.65082673406,11398.437981745983,31958.12532384826,29114.81280079128,29530.564647784162,27469.81371311921,24783.439616139607,26694.264076089257,42814.03974914615,7427.47850609773,19967.97517794524,41732.59222516312,19220.66712464359,27626.416637180595,22562.36805834697,38853.329871553375,11067.55184930971,17080.81696879563,17428.556793446784,27381.40995690281,15692.745493890263,13369.616203997004,23456.239120136244,44534.1120437529,26544.469489075876,31810.26146841537,21241.669208256277,33927.83843896673
"(-100.24606237, 25.79716774)",20091.97707602294,22460.563144716492,15796.979547000457,3095.9637311966994,3710.253839403599,35074.37428618896,23012.705398091093,30389.66535636735,15313.104738888218,17671.361257648896,19535.221061361262,22346.158734448527,9437.316419000834,17989.442307310503,14019.837711367745,13935.328682337964,16331.314211115303,3978.102051199051,15809.07285298331,21760.707254774916,13194.45065609869,8535.87691130563,13718.271127638729,21351.19010767069,2308.720060772667,8818.764015584386,19209.73329917659,6124.785839893037,26130.05850138862,13674.780892217519,33767.550747078196,26431.829822441818,12708.20305774252,32686.103223095168,18725.4980321882,5100.6575111713055,24888.62214882991,8813.731338041585,20541.91984171243,16198.429487149995,20852.860463028068,10850.651310446268,22032.507461510668,20662.771691177146,8987.14920585218,35487.62304168494,12860.717835679674,11468.13502846229,10846.204938744735,24953.72963128268
"(-100.34922096, 25.72052198)",12772.22107893148,14450.341711110223,16252.248471843537,14455.382804466286,12819.451845443687,34497.38626171339,8335.866777748,28362.401451632395,13293.680358245178,21818.2386487703,15900.337788704897,14335.937300842257,9839.495682711095,10669.68631021904,24503.372917834513,1833.4520591452558,13588.480562024966,12820.758255257284,25565.81868029182,7083.86863443182,14851.723311209342,11037.818053987725,14098.920203159018,6674.351487327596,16115.772269434792,15491.95918201708,18925.57617686143,11502.825172743382,18585.318603505923,14288.261628068376,33190.562722602626,11693.03334323616,7250.399750786669,32109.1151986196,11151.006746430601,11784.063582767127,10454.40930823765,22886.341331177548,5803.123362506773,1687.443466544868,5805.228660498984,11414.421416526984,10164.862706612685,6796.714204438472,7489.250579760417,34910.63501720937,10577.480948700048,18273.156143935073,6509.154129831688,24304.36141242321
"(-100.39298991, 25.75704536)",18923.32359956292,20111.54218724708,22403.350992474974,19348.793260210092,17712.862301187495,40648.48878234483,13997.067253884858,34513.50397226383,19444.782878876616,27900.588469649374,22051.440309336336,19997.137776979114,14002.83486228455,16820.788830850477,29661.306203423555,8037.107131184421,19739.583082656405,17794.365956057743,30723.751965880863,12745.069110568678,20934.073132088415,13903.442208115826,20181.270024038095,12335.551963464453,21089.37997023525,20649.89246760612,25076.67869749287,16354.801600256147,24736.421124137363,20370.611448947453,39341.66524323406,16042.984241773474,13401.502271418107,38260.217719251035,17302.10926706204,16757.671283567586,4294.598360067807,27529.80535063579,10943.384540733177,5662.9482024093595,4583.750581538907,12398.55513358662,15826.063182749542,12457.91468057533,12341.227007273183,41061.73753784082,12788.521490156794,23431.089429524116,12337.477344239114,30455.46393305465
"(-100.36600754, 25.72434582)",14142.16024009113,15544.86207516108,17622.18763300319,15938.351341004476,14302.42038198188,35867.325422873044,9430.387141798858,29732.340612792046,14663.619519404829,23188.17780992995,17270.27694986455,15430.457664893114,11053.392579021121,12039.625471378691,26250.86428421794,3609.878190850273,14958.419723184617,14383.924036852128,27313.310046675248,8178.388998482678,16221.662472368993,12479.352562294875,15468.85936431867,7768.871851378453,17678.938051029636,17239.450548400506,20295.515338021083,12944.359681050533,19955.257764665577,15658.200789228027,34560.50188376228,11476.304129687474,8620.33891194632,33479.05435977925,12520.945907590252,13347.22936436197,8229.385316323907,24327.8758394847,6376.704428647178,1395.5754692029072,3614.6725720428776,12628.318312837011,11259.383070663542,7891.234568489329,8930.785088067567,36280.574178369025,11791.377845010074,20020.6475103185,8285.580261536705,25674.300573582863
"(-100.36872056, 25.75890526)",17369.175834301255,19107.07827711486,20044.03655071171,16671.19013967766,15035.259180655063,39094.34101708316,13526.207438546688,32959.35620700217,17211.64806607758,25258.75149624973,20497.292544074673,18992.673866846893,11786.231377694305,15266.641065588816,26983.70308289112,5643.052128957473,18185.435317394742,15116.76283552531,28046.14884534843,12274.209295230507,18292.23615868877,13212.191360968058,17539.43305063845,11864.692148126283,18411.776849702816,17972.28934707369,23522.530932231206,13677.198479723715,23182.2733588757,17728.774475547805,37787.517477972404,15860.116687826481,11477.77309491498,36706.069953989376,15747.961501800377,14080.068163035152,7344.461456949776,25060.714638157882,10760.516986786184,4129.798296582752,5599.778822120849,11795.59211900875,15355.20336741137,11987.054865237158,9663.62388674075,39507.58977257915,12185.558475578924,20753.486308991683,9721.653239892034,28901.316167792986
"(-100.25284117, 25.74344737)",13610.65364044314,16213.00341100081,9430.375723650124,7226.1304557828025,5610.114607234214,28707.770462838627,17508.585087162603,24023.06153301702,7967.663691797039,12974.214265411727,12566.00006864741,16098.599000732844,9472.027180887537,11739.34221626973,13599.567585413246,9505.310575910386,8985.873164024124,3576.0926127593725,14662.013347870556,16256.586943846423,6827.846832748357,9698.448693942895,7351.667304288397,15847.069796742198,7132.946321898111,4588.153849595814,12843.129475826257,6877.550654626683,19648.73506580882,7308.177068867186,27400.94692372786,20927.709511513327,6460.643324026837,26319.499399744833,12477.938298472516,2539.3979402692144,20485.701648271464,14480.700826788863,15037.79953078394,11768.411380722415,16422.84235660049,11433.835511660422,15784.947727794985,15030.509126618912,6290.607691817607,29121.01921833461,10862.223063362988,7369.350811513808,5558.8384282511615,18587.12580793235
"(-100.16659159, 25.65972464)",13936.501343081116,17700.54010829013,6032.2687674404615,21514.132453023645,19898.116604475057,13539.146282994318,22062.213155937876,9161.395815887086,9058.412624526218,14157.695000263531,8301.628770865802,16782.36575749058,22924.838741461852,13407.058631669277,20626.573813463343,20367.64066868054,8134.024021562202,17818.65849958229,20881.655569001487,20810.215012621695,9359.892916182425,23703.976954638252,8685.36742662854,21226.172375253576,20305.221813062464,13609.123327463154,2839.1518194221326,21300.044190167664,19078.41560804211,9834.184189034651,12232.322743883553,26839.4225397361,15115.820798288021,11150.875219900525,14522.910389841682,16797.21864370961,30878.09303556927,27652.976317953216,20949.512559006715,22947.438905884443,25843.929683428567,24886.64707223474,19037.716844116087,19517.010350677716,19521.974121998654,13952.395038490304,24078.271952891824,14160.625343869171,16544.085438453327,3346.1214337041392
"(-100.17283364, 25.73213043)",17485.313205757317,21249.35197096633,8188.2163263246275,14121.27013987396,12521.186143964987,27465.61106551313,23732.711492657505,22780.902135691522,10507.176559116862,4678.515541376677,13067.30692702768,20331.17762016678,16987.20173794748,16142.765143000166,7047.500158007938,18356.682987843244,10619.292704022873,9945.427472931731,7302.5819135460815,22480.713349341324,7016.775784812723,16847.793292674694,7502.090566557405,22646.186446676147,12431.990786411905,5294.016066060189,11600.97007850076,14026.895253358482,22627.22747071831,7497.106020931552,26158.787526402364,27726.826161447276,12978.776237464817,25077.340002419336,17150.719919022213,9382.129525272483,29521.399644992907,16926.825476500377,21836.91618071789,20804.10937744386,24875.42165200442,18914.59495886141,21420.990208900275,21187.508687397345,14758.521634015939,27878.859821009115,19180.151711121653,3086.2595534646557,14100.197609037003,17344.966410606852
"(-100.08068307, 25.65460971)",23386.54374232897,27150.58250753798,17083.64696781874,32565.510653401925,30949.494804853337,2491.1721873635397,31512.25555518573,8988.942280122788,19956.06702561889,25209.073200641807,17599.873097348616,26232.408156738435,33976.21694184013,22857.10103091713,31677.95201384162,31126.187966898407,18928.942189050584,28870.03669996057,31933.033769379763,30260.25741186955,20411.271116560703,34755.35515501653,19736.745627006818,30676.21477450143,31356.60001344074,24660.501527841432,13849.474907731585,32351.42239054594,28528.458007289963,20885.56238941293,3305.16203482898,36333.15486723897,26167.1989986663,45.5713787667733,23972.952789089533,27848.596844087886,41636.64033378714,38704.35451833149,30894.911432878453,33705.98620410231,36602.47698164643,35938.02527261301,28487.75924336394,28967.05274992557,30573.35232237693,2904.4209428595254,35129.6501532701,25212.00354424745,27595.463638831603,8029.572317622939
"(-100.24037469, 25.73012213)",12829.038897916076,16375.285771150835,6983.330363636452,9040.774852066059,7424.759003517471,26260.725102824956,17825.976316149838,21576.016173003343,7186.0489492699735,10719.223165753514,10721.571877997256,15886.851909581877,11786.99307379907,11168.083595976655,12780.771548085931,11210.974717763589,8021.824081740192,5360.555715242179,13525.960539977006,16573.978172833657,4380.8014727346845,11647.584628526287,4904.621944274724,16164.461025729433,8164.748991278242,3875.22088210549,10396.084115812584,8826.686589210074,18867.120323281753,4861.131708853513,24953.90156371419,21245.100740500562,6497.050816518103,23872.45403973116,12135.67326611758,4323.861042752022,22803.510210727116,15512.503496168994,15355.190759771176,13834.411459376295,18341.766848563868,13714.386294713002,15947.23008794501,15320.427727402917,8688.140449857483,26673.97385832094,13259.755821402865,6261.092384234592,6711.613657229736,16140.080447918675
"(-100.37278904, 25.75162243)",17225.10888725378,18952.55645875294,20068.687145304968,16731.60688140371,15095.675922381111,38950.27407003569,12838.081525390719,32815.28925995469,17236.29866067084,25283.402090842992,20353.225597027198,18838.152048484975,11846.648119420353,15122.574118541339,27044.11982461717,5498.985181909996,18041.368370347267,15177.17957725136,28106.56558707448,11586.08338207454,18316.886753282033,13272.608102694106,17564.08364523171,11176.566234970314,18472.193591428866,18032.70608879974,23378.46398518373,13737.615221449763,23038.206411828225,17753.425070141067,37643.45053092492,14973.982569092463,11333.706147867504,36562.00300694189,15603.8945547529,14140.484904761202,6880.754586391738,25121.13137988393,9874.382868052166,3243.664177848733,5067.186673988107,12928.162512900264,14667.077454255403,11298.928952081189,9724.040628466799,39363.522825531676,12584.633385409306,20813.903050717734,9720.29096543273,28757.24922074551
"(-100.24029207, 25.73022579)",12826.530537494113,16372.777410728871,6980.822003214488,9038.266491644095,7422.250643095507,26258.21674240299,17823.467955727876,21573.50781258138,7183.54058884801,10716.71480533155,10719.063517575294,15884.343549159914,11784.484713377107,11165.575235554692,12778.26318766397,11208.466357341626,8019.3157213182285,5358.047354820216,13523.452179555043,16571.469812411695,4378.293112312722,11645.076268104323,4902.113583852761,16161.95266530747,8162.240630856279,3872.712521683527,10393.57575539062,8824.17822878811,18864.61196285979,4858.62334843155,24951.393203292228,21242.592380078597,6494.542456096139,23869.9456793092,12133.164905695618,4321.352682330058,22801.001850305154,15509.99513574703,15352.682399349213,13831.903098954333,18339.258488141906,13711.877934291038,15944.721727523047,15317.919366980954,8685.63208943552,26671.46549789898,13257.247460980901,6258.584023812628,6709.105296807773,16137.572087496712
"(-100.28072136, 25.687884)",6495.970146182939,9585.48747426647,7715.734598939732,13514.516678787157,11878.585719764558,25960.872388809585,11396.732489324344,20300.683816279703,4757.166485341372,14491.922929746757,7838.620153352209,9127.569059439902,12639.252273822613,4408.80074583468,19414.690595792632,7945.861471795577,5051.966689121161,10804.52778906591,19947.96125005656,10144.734346008165,7699.286121555509,13418.39048699901,6772.604484135476,9814.430206169063,14444.654577077943,10564.306381123248,10389.062303957624,12570.182399487185,12534.051571548616,7135.824438414545,24654.04884969882,14895.069920940192,2748.0177856585246,23572.60132571579,5319.86457230071,9767.833116575754,18456.313838684306,21711.736715400857,9005.159940210806,10525.65970899948,13571.134740300422,14601.060604595497,9157.431791060646,8851.529684064186,9236.387654359412,26374.12114430557,13792.685485252583,12777.53787403764,5134.089611240609,15767.847539519405
"(-100.38686975, 25.80247504)",23189.903713979827,24927.80615679343,24929.62015013293,15769.712702757333,14579.297140295685,44325.447520167,19601.64732230978,38780.08408668074,22097.231665498803,29925.698925793993,26318.020423753245,24813.401746525466,9511.389459737497,21087.36894526739,29952.689470506823,11718.492012720562,23115.441137725888,17145.66491141088,31015.135232964134,18349.649178993597,23177.819758109992,9411.996805568775,22425.016650059668,17940.13203188937,18587.93743022318,21073.10168372948,28460.806533154628,12905.019131680197,29003.001238554272,22614.358074969026,43018.62398105623,21935.556571589572,17116.48102346874,41937.176457073205,21568.689381478947,16775.09890251998,9259.648240658269,22760.56382644906,16835.956870549275,10205.238180345841,11205.892031913421,7907.109731039569,21430.64325117446,18062.49474900025,12525.473046261968,44738.69627566299,8297.076087609743,23722.472696607387,14674.527266068462,34204.80286526072
"(-100.32091795, 25.67509993)",6997.793965263142,7877.7505957802,11556.23940951912,16306.7040936646,14670.773134642002,29094.47702214945,6123.336035491212,22815.44435955014,8597.67129592076,18573.971739098193,10353.380696622642,7763.346185512234,12484.285309818266,4905.310536542825,23597.13913195894,5923.466115433284,8892.471499700549,14214.325897582165,24412.238340120937,4871.337892175032,11958.211969261292,13562.82500754236,10854.653293486912,5073.201379302798,17854.4526855942,14585.725396141508,14229.567114537012,14027.832126298017,12190.207820186237,11712.708863178803,27787.653483038684,10601.723352135441,5438.8877732954725,26706.205959055656,4822.177720654701,13177.631225092007,15369.852009938635,25121.53482391711,4711.813371406055,8459.63245735446,10236.040745038448,14059.211043634154,6825.722480941735,3578.1332302310534,10014.257533315053,29507.725777645435,13222.270575807217,17241.814964102014,7196.463976344324,18901.45217285927
"(-100.28437772, 25.62096421)",3514.311651675027,1634.004773660221,12475.024452514263,21911.406190880993,20275.475231858396,28476.71436047021,8824.539744148182,22197.6816978709,9677.093561278467,20416.0164897414,9735.618034943402,936.8612569197156,20547.738444745588,5061.944060955077,25872.151100952935,14219.461186469625,9841.515312378706,19201.417301159745,26363.443301998774,8628.808041869974,13909.41693113913,21439.386059929293,12696.698044130117,10504.259840714203,22841.54408917178,18377.791626632355,14513.198440804945,20592.506884977294,4358.965609405043,13679.162096075032,27169.890821359444,14331.85786691849,10308.43244256482,26088.443297376416,4629.576324892467,18164.722628669588,23084.86906262744,30108.626227494693,11091.367319352548,16650.25864309146,17951.05779772725,22122.664178561477,5182.0003566753185,9384.43388036096,17257.383227289694,28889.963115966195,21285.723710734543,19193.019925979854,12919.687661564189,18283.68951118003
"(-100.2928381, 25.76528346)",15306.923138838396,17675.509207531948,14300.238554910828,5911.308054386497,4275.3770953639,33696.0659249449,16724.20564428288,28528.250110054567,11467.8500702767,17676.05816002296,16066.186447127071,17561.104797263983,4201.20662335732,13204.388370125956,17703.04870473579,7588.983699467327,12486.059542503785,5333.949487892086,18765.4944671931,15472.207500966699,12408.799879854805,4980.344836533716,11795.635054837569,15062.690353862474,8203.154518103798,8823.460917958448,17831.424937932527,3714.208936144244,21345.004564204075,11984.976479746927,32389.24238583413,20143.330068633604,8250.639935930883,31307.794861851104,13940.444095003655,4597.9587676031015,18489.177526771753,15470.236656426712,14253.420087904216,9771.887259222705,14426.31823510078,6163.014954130204,17247.453524326123,14374.271937368929,2100.2186133054906,34109.31468044088,5943.868811838267,11472.831930836352,5105.083759471311,23575.42127003862
"(-100.1248554, 25.62221962)",20932.655593805033,24696.694359014047,16065.648158951848,31547.511844535034,29931.495995986446,8986.067441533307,29058.367406661793,3003.592216948964,18510.4484505176,24191.074391774917,15145.984948824682,23778.5200082145,32633.545641025175,20403.212882393196,30659.95320497473,28816.34767089279,17483.323613949295,27852.037891093678,30915.034960512872,27806.369263345612,19393.272307693813,33412.683854201576,18718.746818139927,28222.326625977494,30338.60120457385,23642.50271897454,12759.095904480795,31333.42358167905,26074.569858766026,19867.56358054604,7818.110775328179,33879.26671871504,24362.346947359863,6572.9233344293025,21519.0646405656,26830.598035220995,39293.898519036244,37686.3557094646,28441.023284354516,31396.145908096692,34160.08725413605,34595.35397179806,26033.871094840004,26513.164601401633,29230.681021561977,9399.316197029293,33786.97885245515,24194.00473538056,26252.79233801665,6893.867252789563
"(-100.18629267, 25.64495174)",11484.502119327473,15248.540884536487,6763.310196499127,22245.173882082312,20629.158033533724,15460.996594240412,19610.213932184233,8063.94597015799,9062.29497604004,14888.736429322198,5697.831474347123,14330.366533736938,23185.39216654762,10955.059407915636,21357.61524252201,19368.19419641523,8035.170139471735,18549.699928640955,21612.696998060153,18358.215788868052,10090.934345241092,23964.530379724016,9416.408855687207,18774.173151499934,21036.26324212113,14340.16475652182,3486.3933963401637,22031.085619226327,16626.416384288466,10565.225618093318,14154.173055129648,24431.113244237476,14914.193472882303,13072.72553114662,12070.91116608804,17528.260072768277,29845.74504455868,28384.01774701188,18992.869809876956,21947.992433619132,24711.93377965849,25147.200497320504,16585.717620362444,17065.011126924077,19782.527547084417,15874.245349736399,24338.825377977588,14891.666772927838,16804.63886353909,5267.971744950234
"(-100.09390435, 25.64423601)",21375.49233527813,25139.531100487144,15072.5955607679,30554.459246351085,28938.443397802497,4678.585396585842,29501.20414813489,6836.3841566496185,17945.01561856805,23198.02179359097,15588.821690297778,24221.356749687595,31965.165534789292,20846.049623866293,29666.90060679078,29115.13655984757,16917.890781999744,26858.98529290973,29921.982362328923,28249.20600481871,18400.219709509864,32744.30374796569,17725.694219955978,28665.16336745059,29345.5486063899,22649.450120790592,11838.423500680747,30340.3709834951,26517.406600239123,18874.51098236209,3485.693847116988,34322.10346018813,24156.14759161546,2265.4412894818374,21961.901382038697,25837.54543703705,39625.588926736295,36693.30311128066,28883.860025827613,31694.934797051472,34591.425574595596,33926.97386556218,26476.7078363131,26956.00134287473,28562.300915326094,5091.8341520818285,33118.598746219264,23200.95213719661,25584.412231780763,6018.520910572101
"(-100.26266431, 25.77050401)",16143.5045429763,18512.090611669853,12531.735397665212,3197.064624271262,1596.9806283622904,31809.130136853713,18944.46766569068,27124.421207032105,11711.873491919167,14886.485821814524,16269.976912026017,18397.686201401888,6629.9377141061905,14040.96977426386,14913.476366527353,9867.090949937554,12730.082964146251,1618.8155762542578,15975.922128984663,17692.469522374504,9929.206506763445,6490.529268833406,10453.026978303484,17282.952375270277,4530.812446847749,6033.888579750012,15944.489149841344,3669.631229517193,22181.585968341977,10409.536742882274,30502.30659774295,22363.592090041406,8759.730524695879,29420.859073759922,14777.025499141559,1694.599592678226,20847.48202229863,11797.894585170663,16473.68210931202,12130.191754749583,16784.62273062766,8557.33093502012,18084.03492846403,16594.533958776734,4918.911473451769,32222.3788923497,9026.408229727615,8683.259592627915,6777.967206344323,21688.485481947435
